order_id,order_date,quarter_month,order_time,order_time_by_category_python,order_time_category_excel,region,islands,category,product_name,quantity,unit_price,total_cost,shipping_cost,discount,final_amount,payment_method,shipping_type,status,customer_rating,delivered_rating,accept_rating,anomaly_remarks
ORD-01138,10/8/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,8:52,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 671,10,4877.91,48779.1,148.48,11632.31,37295.27,Maya,Express,Processing,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01139,9/17/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:32,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 627,415,16985.51,7048986.65,168.44,966391.88,6082763.21,GCash,Same Day,Returned,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01140,3/24/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:39,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Davao Region,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 586,10,6660.66,66606.6,183.08,14162.02,52627.66,Credit Card,Same Day,Shipped,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01141,8/1/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,18:19,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 333,10,48370,483700,245.73,112628.87,371316.86,GrabPay,Standard,Returned,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01142,3/28/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,16:40,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 295,7,3435.56,24048.92,57.89,6840.99,17265.82,Credit Card,Economy,Shipped,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01143,3/18/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,13:44,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Beauty,Beauty Item 822,7,1873.29,13113.03,167.9,3337.44,9943.49,GCash,Express,Returned,3,3,0,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01144,12/5/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,15:33,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Davao Region,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 724,6,1433.02,8598.12,183.28,1409.08,7372.32,COD,Express,Processing,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01145,10/12/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,9:14,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 914,5,5583.87,27919.35,172.25,4018.74,24072.86,GrabPay,Same Day,Shipped,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01146,10/20/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,21:34,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Davao Region,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 831,7,2868.37,20078.59,251.15,1749.56,18580.18,Credit Card,Same Day,Cancelled,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01147,9/2/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,6:12,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 345,5,14075.34,70376.7,84.32,12998.8,57462.22,GCash,Standard,Returned,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01148,11/22/2024,Q4,7:03,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 261,7,2467.54,17272.78,220.3,712.33,16780.75,COD,Economy,Cancelled,2,2,0,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01149,5/27/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,10:18,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 279,2,11994.9,23989.8,234.67,6119.8,18104.67,COD,Express,Delivered,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01150,9/10/2024,Q3,5:59,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 756,340,4901.71,1666581.4,282.11,167512.49,1499351.02,Bank Transfer,Economy,Processing,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01151,8/27/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,8:12,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 909,6,2402.79,14416.74,114.32,805.32,13725.74,Maya,Express,Processing,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01152,11/23/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:52,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 431,9,1262.42,11361.78,73.85,3346.11,8089.52,GCash,Standard,Shipped,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01153,4/30/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,14:48,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Central Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 163,6,5838.48,35030.88,52.86,6869.73,28214.01,GrabPay,Standard,Cancelled,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01154,3/22/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:43,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Central Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 324,5,12954.87,64774.35,285.16,7142.23,57917.28,GCash,Economy,Processing,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01155,11/6/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,11:26,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 994,8,16138.9,129111.2,256.4,29509.38,99858.22,Credit Card,Economy,Returned,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01156,2/9/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,18:07,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 552,9,10506.76,94560.84,184.17,4667.63,90077.38,Credit Card,Express,Returned,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01157,2/16/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,16:28,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Davao Region,mindanao,Electronics,Electronics Item 840,8,21063.52,168508.16,190.98,28248.57,140450.57,Credit Card,Economy,Shipped,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01158,4/21/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,18:04,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 583,7,3656.12,25592.84,298.53,7175.59,18715.78,Credit Card,Same Day,Cancelled,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01159,3/10/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,20:46,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 182,6,1209.19,7255.14,267.41,1973.62,5548.93,GrabPay,Express,Shipped,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01160,4/1/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,17:25,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Davao Region,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 574,3,4842.46,14527.38,50.87,99.09,14479.16,GrabPay,Economy,Returned,4,4,0,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01161,4/27/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,7:29,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 729,3,1877.95,5633.85,231.26,190.72,5674.39,Credit Card,Express,Processing,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01162,2/21/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,19:02,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 339,10,1327.49,13274.9,111.18,176.17,13209.91,Bank Transfer,Express,Delivered,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01163,9/14/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,9:14,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 776,6,3885.44,23312.64,254.6,1656.86,21910.38,Bank Transfer,Express,Cancelled,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01164,5/20/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,1:35,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 904,3,2193.28,6579.84,173.91,1919.25,4834.5,Bank Transfer,Same Day,Cancelled,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01165,3/17/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,9:24,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 159,9,12785.31,115067.79,125.18,24425.79,90767.18,Bank Transfer,Economy,Cancelled,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01166,9/28/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,4:24,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Beauty,Beauty Item 648,5,1975.45,9877.25,280.56,2510.2,7647.61,GrabPay,Express,Delivered,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01167,7/12/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,21:38,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 322,1,1022,1022,240.42,222.07,1040.35,COD,Express,Shipped,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01168,1/8/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,6:59,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Central Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Beauty,Beauty Item 506,2,2287.56,4575.12,278.61,954.77,3898.96,GCash,Same Day,Shipped,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01169,8/26/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,17:41,Afternoon,Afternoon,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 879,5,1049.99,5249.95,174.32,155.31,5268.96,Maya,Express,Shipped,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01170,7/30/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,1:36,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Beauty,Beauty Item 300,333,2810.8,935996.4,194.79,117255.47,818935.72,Maya,Express,Cancelled,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01171,5/5/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,15:35,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 272,5,1002.81,5014.05,230.89,1112.51,4132.43,GrabPay,Same Day,Processing,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01172,10/6/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,15:11,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 882,1,16861.84,16861.84,68.58,4137.87,12792.55,Credit Card,Economy,Processing,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01173,2/4/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,22:09,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 594,4,18973.43,75893.72,204.46,15180.75,60917.43,GrabPay,Economy,Delivered,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01174,9/29/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,17:26,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 925,1,14099.67,14099.67,294.37,72.51,14321.53,GCash,Standard,Delivered,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01175,3/17/2024,Q1,7:12,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 570,9,1836.76,16530.84,248.73,391.88,16387.69,Bank Transfer,Express,Processing,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01176,12/16/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,2:41,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Central Luzon,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 184,2,19169.89,38339.78,169,7323.83,31184.95,COD,Economy,Shipped,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01177,2/18/2024,Q1,16:58,Afternoon,Afternoon,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Electronics,Electronics Item 176,4,43471.79,173887.16,271.89,24805.02,149354.03,GrabPay,Same Day,Returned,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01178,12/2/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,1:11,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 178,1,1194.72,1194.72,238.06,255.45,1177.33,Maya,Express,Returned,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01179,10/17/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:43,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 612,6,14925.03,89550.18,247.62,18518.36,71279.44,GrabPay,Same Day,Delivered,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01180,8/11/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,7:53,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 130,6,3146.55,18879.3,198.9,5487.76,13590.44,GrabPay,Same Day,Cancelled,4,4,0,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01181,4/26/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,11:35,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Davao Region,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 917,7,1799.04,12593.28,145.02,2917.24,9821.06,GCash,Standard,Delivered,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01182,3/19/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:45,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 879,7,1866.3,13064.1,51.3,1208.17,11907.23,Maya,Standard,Processing,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01183,4/5/2024,Q2,13:28,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Automotive,Automotive Item 712,9,2514.21,22627.89,72.4,3762.25,18938.04,Maya,Economy,Delivered,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01184,7/30/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,12:49,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Fashion,Fashion Item 273,9,4895.23,44057.07,192.99,2241.4,42008.66,GCash,Same Day,Shipped,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01185,9/9/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,4:04,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Central Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 838,7,4706.36,32944.52,245.67,3569.13,29621.06,GrabPay,Economy,Returned,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01186,4/10/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,14:06,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 550,252,5183.59,1306264.68,205.05,315101,991368.73,Maya,Economy,Returned,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01187,6/2/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,10:38,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Ilocos Region,luzon,Beauty,Beauty Item 689,8,2897.27,23178.16,292.18,2026.57,21443.77,GCash,Same Day,Cancelled,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01188,7/20/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,11:07,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 825,4,2773.58,11094.32,220.43,1830.89,9483.86,GCash,Economy,Shipped,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01189,7/28/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,21:31,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 559,5,9982.35,49911.75,228.81,11815.26,38325.3,Bank Transfer,Economy,Returned,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01190,9/30/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,16:59,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 211,234,2134.74,499529.16,253.07,88989.11,410793.12,GCash,Same Day,Processing,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01191,1/23/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,18:41,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Bicol Region,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 864,6,1348.32,8089.92,52.64,627.95,7514.61,Bank Transfer,Express,Cancelled,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01192,7/19/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,14:49,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Calabarzon,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 218,9,4988.74,44898.66,170.69,3979.35,41090,GrabPay,Express,Shipped,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01193,6/24/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,14:50,Function 'order_time_category' not found in workbook settings or app-functions.json,Afternoon,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Beauty,Beauty Item 168,9,1480.87,13327.83,159.54,2785.9,10701.47,Maya,Standard,Delivered,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01194,6/24/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,20:06,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,Ilocos Region,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 337,4,8413.08,33652.32,132.75,4304.5,29480.57,COD,Express,Processing,4,4,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01195,7/21/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,0:47,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Davao Region,Function 'define_island' not found in workbook settings or app-functions.json,Health,Health Item 870,4,2204.81,8819.24,51.11,568.3,8302.05,GrabPay,Standard,Returned,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01196,10/1/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,5:23,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,Western Visayas,Function 'define_island' not found in workbook settings or app-functions.json,Groceries,Groceries Item 711,4,561.59,2246.36,265.66,355.63,2156.39,COD,Economy,Returned,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01197,6/27/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,11:54,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,SOCCSKSARGEN,Function 'define_island' not found in workbook settings or app-functions.json,Books,Books Item 186,10,1059.34,10593.4,250.15,2919.59,7923.96,GrabPay,Express,Shipped,1,1,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01198,5/2/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,9:07,Function 'order_time_category' not found in workbook settings or app-functions.json,Morning,Northern Mindanao,Function 'define_island' not found in workbook settings or app-functions.json,Home & Living,Home & Living Item 533,6,7809.13,46854.78,154.56,1937.92,45071.42,GCash,Economy,Returned,2,2,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01199,10/11/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,5:31,Function 'order_time_category' not found in workbook settings or app-functions.json,Night,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Sports,Sports Item 596,3,6767.48,20302.44,204.85,5271.66,15235.63,GCash,Express,Cancelled,5,5,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
ORD-01200,9/15/2024,Function 'get_quarter' not found in workbook settings or app-functions.json,20:31,Function 'order_time_category' not found in workbook settings or app-functions.json,Evening,NCR,Function 'define_island' not found in workbook settings or app-functions.json,Toys,Toys Item 914,8,2535.69,20285.52,172.17,503.1,19954.59,GCash,Same Day,Delivered,3,3,Function 'accept_rating' not found in workbook settings or app-functions.json,Function 'anomaly_remarks' not found in workbook settings or app-functions.json
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
