Transaction_ID,Date,Department,Category,Type,Amount,Status
TRX-1831,6/9/2023,HR,Consulting,Expense,"-1,132.04",
TRX-1832,5/19/2023,Operations,Payroll,Expense,-220.28,
TRX-1833,10/1/2023,HR,Consulting,Income ,219.63,
TRX-1834,3/26/2023,Sales,Payroll,Expense,"-2,175.54",
TRX-1835,10/17/2023,Marketing,Travel,Income,"3,187.39",
TRX-1836,22-01-2023,HR,consulting,Income,714.19,
TRX-1837,6/1/2023,Operations,consulting,Expense,"-3,629.28",
TRX-1838,25-06-2023,Sales,Software,Income,"1,894.71",
TRX-1839,8/9/2023,IT,Travel,Income,"1,068.88",
TRX-1840,7/6/2023,Sales,Software,Expense,"-1,683.49",
TRX-1841,1/7/2023,Operations,travel,Income,"3,170.93",
TRX-1842,7/23/2023,Operations,CONSULTING,Expense,"-3,085.30",
TRX-1843,9/9/2023,IT,Travel,Expense,"-1,043.71",
TRX-1844,26-10-2023,Operations,Travel,Expense,"-4,034.57",
TRX-1845,,Operations,Software,Expense,"-3,623.90",
TRX-1846,4/27/2023,HR,Payroll,Income ,"1,518.97",
TRX-1847,3/20/2023,IT,OFFICE SUPPLIES,Expense,-69.02,
TRX-1848,31-03-2023,IT,Consulting,Expense,,
TRX-1849,11/9/2023,Operations,Software,Expense,"-1,492.79",
TRX-1850,9/9/2023,Operations,Travel,Income,"4,503.71",
TRX-1851,5/11/2023,Sales,office supplies,Expense,"-3,562.91",
TRX-1852,4/12/2023,IT,travel,Expense,"-4,202.66",
TRX-1853,29-07-2023,Operations,Travel,Income,"1,151.85",
TRX-1854,1/3/2023,HR,PAYROLL,Expense,"-2,587.77",
TRX-1855,1/8/2023,IT,Office Supplies,Income ,837.52,
TRX-1856,11/1/2023,Operations,Office Supplies,Expense,"-4,776.71",
TRX-1857,7/22/2023,HR,SOFTWARE,Expense,"-3,070.93",
TRX-1858,10/22/2023,Marketing,Payroll,Expense,"-2,850.54",
TRX-1859,17-10-2023,IT,Office Supplies,Expense,"-3,807.70",
TRX-1860,12/1/2023,IT,SOFTWARE,Expense,"-2,983.98",
TRX-1861,2/16/2023,IT,Software,Expense,"-1,532.77",
TRX-1862,7/16/2023,Sales,Office Supplies,Income,"1,058.53",
TRX-1863,5/3/2023,Marketing,Software,Expense,-822.26,
TRX-1864,12/29/2023,Operations,office supplies,Income,978.32,
TRX-1865,12/1/2023,Sales,Payroll,Income ,"2,584.95",
TRX-1866,23-10-2023,Marketing,Consulting,Income,"1,915.00",
TRX-1867,1/5/2023,Sales,Payroll,Expense,"-4,521.07",
TRX-1868,28-05-2023,Sales,consulting,Expense,"-4,606.41",
TRX-1869,8/22/2023,Sales,Payroll,Expense,"-4,844.81",
TRX-1870,2/20/2023,IT,Software,Income,"4,562.68",
TRX-1871,10/23/2023,Operations,TRAVEL,Income,"3,139.27",
TRX-1872,7/21/2023,IT,Payroll,Income,"4,059.72",
TRX-1873,6/6/2023,HR,payroll,Expense,,
TRX-1874,20-07-2023,Operations,Software,Expense,"-3,009.64",
TRX-1875,12/24/2023,Operations,Payroll,Expense,"-4,339.13",
TRX-1876,8/31/2023,Operations,Office Supplies,Income ,"1,410.67",
TRX-1877,10/9/2023,Sales,Office Supplies,Expense,"-4,946.76",
TRX-1878,10/10/2023,Marketing,office supplies,Expense,"-4,935.87",
TRX-1879,20-09-2023,Marketing,Travel,Expense,"-1,814.77",
TRX-1880,21-06-2023,Sales,Payroll,Income,"4,946.97",
TRX-1881,8/16/2023,IT,travel,Income,"1,163.67",
TRX-1882,26-09-2023,IT,Consulting,Income,"3,226.68",
TRX-1883,12/10/2023,Operations,Payroll,Income,"1,323.40",
TRX-1884,,Marketing,Travel,Expense,"-2,809.38",
TRX-1885,13-11-2023,HR,Consulting,Income ,"1,388.78",
TRX-1886,3/13/2023,Sales,consulting,Income,594.95,
TRX-1887,14-07-2023,HR,Software,Income,"3,731.75",
TRX-1888,8/2/2023,Marketing,Travel,Expense,"-4,221.80",
TRX-1889,12/13/2023,Operations,Office Supplies,Income,841.13,
TRX-1890,2/28/2023,Sales,Office Supplies,Income ,"2,345.85",
TRX-1891,6/6/2023,IT,Payroll,Expense,"-3,281.07",
TRX-1892,13-11-2023,IT,payroll,Expense,"-2,882.86",
TRX-1893,29-05-2023,IT,Office Supplies,Income,"4,296.26",
TRX-1894,4/17/2023,Operations,Payroll,Income ,"1,539.36",
TRX-1895,13-06-2023,HR,Office Supplies,Expense,"-1,566.27",
TRX-1896,1/11/2023,IT,office supplies,Income ,"4,572.39",
TRX-1897,3/23/2023,Marketing,CONSULTING,Expense,"-2,562.69",
TRX-1898,1/31/2023,IT,Payroll,Expense,"-3,046.77",
TRX-1899,3/14/2023,Sales,Software,Income,"1,021.68",
TRX-1900,11/20/2023,Marketing,Consulting,Income,"3,446.27",
TRX-1901,7/11/2023,HR,Travel,Income ,"1,214.10",
TRX-1902,12/5/2023,HR,Travel,Expense,"-3,892.25",
TRX-1903,6/27/2023,Operations,travel,Expense,"-4,894.41",
TRX-1904,22-04-2023,Operations,Payroll,Expense,"-1,052.54",
TRX-1905,2/6/2023,HR,consulting,Income,"4,278.60",
TRX-1906,12/16/2023,IT,travel,Income,"3,272.54",
TRX-1907,2/5/2023,Sales,consulting,Income,"4,615.42",
TRX-1908,12/29/2023,Marketing,Payroll,Expense,"-3,026.13",
TRX-1909,10/11/2023,IT,payroll,Expense,-842.67,
TRX-1910,,Operations,Software,Income,"3,209.06",
TRX-1911,3/11/2023,IT,Travel,Expense,"-4,522.94",
TRX-1912,4/27/2023,Operations,Consulting,Income ,"1,521.32",
TRX-1913,3/13/2023,HR,Travel,Expense,"-4,668.20",
TRX-1914,9/12/2023,IT,Consulting,Income,"1,357.07",
TRX-1915,19-12-2023,Sales,Payroll,Expense,"-1,670.50",
TRX-1916,19-06-2023,HR,Software,Expense,"-3,714.97",
TRX-1917,11/2/2023,Sales,Travel,Expense,"-4,978.07",
TRX-1918,6/24/2023,Sales,Consulting,Expense,"-2,999.35",
TRX-1919,17-05-2023,Operations,Travel,Income,"3,226.74",
TRX-1920,12/30/2023,Sales,Travel,Expense,,
TRX-1921,9/18/2023,Marketing,Office Supplies,Income,,
TRX-1922,13-12-2023,Operations,PAYROLL,Income ,"2,213.48",
TRX-1923,1/8/2023,IT,Payroll,Expense,"-2,372.14",
TRX-1924,28-09-2023,IT,Office Supplies,Expense,"-4,037.65",
TRX-1925,,HR,Office Supplies,Expense,"-4,068.00",
TRX-1926,5/18/2023,Sales,Software,Expense,"-3,012.27",
TRX-1927,8/18/2023,Operations,Payroll,Income,"3,101.25",
TRX-1928,8/19/2023,Sales,Travel,Income,"1,752.53",
TRX-1929,3/6/2023,Sales,OFFICE SUPPLIES,Expense,-130.40,
TRX-1930,,Marketing,Consulting,Expense,"-2,397.63",
TRX-1931,6/25/2023,Marketing,Payroll,Income ,"3,325.49",
TRX-1932,3/25/2023,HR,Payroll,Income,"4,838.76",
TRX-1933,9/24/2023,Operations,consulting,Income,"4,134.16",
TRX-1934,12/10/2023,Sales,Payroll,Income,"3,582.55",
TRX-1935,2/26/2023,Marketing,Consulting,Expense,-177.80,
TRX-1936,19-05-2023,HR,Payroll,Expense,-71.24,
TRX-1937,4/10/2023,Marketing,Consulting,Expense,"-1,001.95",
TRX-1938,19-02-2023,HR,Software,Income,"4,711.63",
TRX-1939,4/21/2023,Sales,PAYROLL,Income,"1,739.74",
TRX-1940,9/24/2023,Operations,Travel,Expense,-245.70,
TRX-1941,7/9/2023,IT,Consulting,Expense,,
TRX-1942,7/29/2023,Marketing,Travel,Expense,"-1,100.43",
TRX-1943,,Marketing,Software,Income,"4,995.19",
TRX-1944,6/6/2023,Sales,Payroll,Income,"3,610.60",
TRX-1945,15-05-2023,Marketing,Office Supplies,Income ,"2,243.57",
TRX-1946,22-04-2023,Marketing,Consulting,Income ,"4,418.71",
TRX-1947,11/5/2023,Sales,TRAVEL,Income,"4,271.24",
TRX-1948,3/10/2023,Sales,Travel,Expense,,
TRX-1949,8/29/2023,Marketing,travel,Expense,"-4,534.62",
TRX-1950,4/4/2023,HR,Office Supplies,Income,"1,435.01",
TRX-1951,5/9/2023,Operations,Payroll,Expense,"-4,512.38",
TRX-1952,10/8/2023,Sales,SOFTWARE,Income,"2,153.95",
TRX-1953,1/8/2023,Marketing,Software,Income,"4,217.16",
TRX-1954,,Sales,payroll,Expense,,
TRX-1955,2/11/2023,Sales,OFFICE SUPPLIES,Income ,782.99,
TRX-1956,7/7/2023,Marketing,Travel,Expense,"-3,977.54",
TRX-1957,12/11/2023,Marketing,consulting,Expense,"-4,351.45",
TRX-1958,11/17/2023,HR,office supplies,Expense,"-3,344.25",
TRX-1959,1/21/2023,Sales,Consulting,Income ,"3,653.26",
TRX-1960,15-06-2023,IT,Payroll,Expense,-61.68,
TRX-1961,29-10-2023,Marketing,Travel,Expense,"-4,553.63",
TRX-1962,8/7/2023,Sales,Software,Income,"4,681.66",
TRX-1963,1/20/2023,Operations,Travel,Expense,"-2,063.97",
TRX-1964,28-03-2023,Marketing,Payroll,Income,911.29,
TRX-1965,29-05-2023,Marketing,Software,Expense,"-3,546.35",
TRX-1966,3/31/2023,Marketing,Travel,Expense,"-1,982.35",
TRX-1967,19-11-2023,Marketing,travel,Expense,"-4,113.24",
TRX-1968,5/2/2023,Sales,Office Supplies,Income,"1,234.52",
TRX-1969,2/9/2023,IT,Office Supplies,Expense,"-4,634.88",
TRX-1970,,Marketing,travel,Income,"2,787.64",
TRX-1971,11/7/2023,Marketing,Consulting,Expense,"-1,537.80",
TRX-1972,12/29/2023,IT,Software,Income,"4,916.25",
TRX-1973,4/20/2023,Operations,Travel,Income ,"1,365.74",
TRX-1974,5/28/2023,Marketing,SOFTWARE,Expense,"-1,795.10",
TRX-1975,28-04-2023,Sales,payroll,Expense,,
TRX-1976,24-01-2023,Sales,Travel,Income,"2,710.93",
TRX-1977,11/4/2023,HR,Payroll,Expense,"-3,225.87",
TRX-1978,3/18/2023,Sales,PAYROLL,Income,995.89,
TRX-1979,3/10/2023,IT,Office Supplies,Income,"4,916.17",
TRX-1980,1/8/2023,IT,Travel,Income ,"2,842.64",
TRX-1981,4/12/2023,Sales,Travel,Income,"1,976.67",
TRX-1982,12/17/2023,IT,Travel,Income,"3,287.10",
TRX-1983,28-06-2023,HR,software,Income ,"4,485.14",
TRX-1984,10/2/2023,Sales,Payroll,Expense,"-4,941.76",
TRX-1985,22-03-2023,Marketing,Travel,Income,"1,668.19",
TRX-1986,14-12-2023,HR,office supplies,Expense,-503.34,
TRX-1987,26-06-2023,HR,Payroll,Expense,"-4,412.52",
TRX-1988,12/13/2023,Sales,SOFTWARE,Income ,874.81,
TRX-1989,8/26/2023,Operations,Consulting,Income,"2,656.99",
TRX-1990,23-11-2023,HR,Office Supplies,Expense,-955.34,
TRX-1991,10/22/2023,Operations,Consulting,Expense,,
TRX-1992,10/15/2023,HR,Travel,Expense,-190.59,
TRX-1993,11/8/2023,Sales,Software,Income,"1,683.21",
TRX-1994,29-01-2023,IT,Office Supplies,Expense,"-2,197.16",
TRX-1995,11/1/2023,Operations,Travel,Expense,"-4,431.14",
TRX-1996,3/6/2023,IT,Office Supplies,Income,"4,233.36",
TRX-1997,8/9/2023,Sales,Software,Income,"2,152.96",
TRX-1998,3/17/2023,Sales,Office Supplies,Income,"2,774.86",
TRX-1999,3/6/2023,Marketing,Payroll,Income ,634.55,
,,,,,,
,,,,,,
,,,,Total,,
