platform,post_type,post_length,views,likes,comments,shares,engagement_rate
2,2,14,122083,9709,1306,737,0.096262379
1,1,54,23908,2347,415,195,0.123682449
2,2,103,137487,3101,289,191,0.026046099
2,1,103,45276,3343,289,123,0.082935772
3,2,41,49650,2361,210,340,0.058630413
1,3,116,67427,6224,339,767,0.108710161
1,1,24,87369,4080,755,513,0.061211643
1,3,17,149478,7494,1497,505,0.063527743
3,2,79,162408,3477,599,252,0.026648934
3,2,113,96957,3770,421,534,0.048732943
3,3,23,79316,3654,376,535,0.057554592
3,2,96,41871,484,80,68,0.015093979
3,3,106,14221,702,88,72,0.060614584
1,2,60,24116,971,185,50,0.050008293
2,2,49,241871,19917,1831,1964,0.09803573
1,1,64,214030,4203,414,405,0.023464
2,3,72,46474,3644,728,503,0.104897362
3,2,61,42100,3126,614,189,0.093325416
2,3,58,122982,3905,713,179,0.039005708
1,1,41,8416,147,16,8,0.020318441
1,3,87,18251,1565,274,80,0.105144924
2,1,41,248148,8052,744,839,0.038827635
3,3,18,56822,1312,115,164,0.027999718
3,3,99,184652,7813,1031,530,0.050765765
1,1,96,189372,8726,1562,374,0.056301882
2,2,104,48655,1914,123,123,0.044394204
3,2,48,135099,13223,1782,1203,0.11997128
3,2,106,91091,8132,1150,865,0.1113941
1,3,87,146016,12932,1771,1182,0.108789448
3,3,46,2315,106,8,5,0.051403888
2,2,5,215741,20853,1243,2905,0.115884324
1,3,27,170829,12224,2252,940,0.090242289
1,3,68,101834,8643,1176,688,0.103177721
2,2,32,113898,6273,1036,914,0.072196176
1,1,116,54011,1320,138,175,0.030234582
3,3,8,197616,17749,1000,2215,0.106084528
3,3,45,42640,2293,203,100,0.060881801
2,3,64,166039,16133,984,2080,0.115617415
3,3,22,93331,3074,189,243,0.037565225
2,1,67,33798,3356,275,158,0.112107225
2,2,65,113262,3399,492,505,0.038812664
3,3,53,101371,4372,754,185,0.05239171
2,2,51,298605,18949,3282,2650,0.083324124
3,3,119,101031,7314,1394,146,0.087636468
1,1,43,85163,6372,945,490,0.091671266
1,2,93,66496,3515,186,83,0.056905679
2,1,86,96897,1638,174,227,0.021042963
3,3,10,68247,3729,248,135,0.060251733
3,1,87,144157,5783,963,621,0.051104005
1,1,57,96262,6660,452,679,0.080935364
1,3,80,207532,5479,361,664,0.031339745
3,3,29,83085,3776,204,442,0.053222603
2,2,103,132061,12803,2475,310,0.118036362
1,3,69,61852,1113,186,78,0.022262821
2,2,9,210070,13488,1348,835,0.074598943
2,1,69,113293,2057,219,301,0.02274633
1,1,12,5560,134,7,16,0.02823741
2,2,43,223131,14379,1059,1610,0.076403548
2,3,115,24944,1246,120,96,0.058611289
3,3,47,69713,4138,447,562,0.07383128
2,1,86,251597,22439,3208,497,0.103912209
3,2,114,193233,16144,1655,802,0.096262026
1,1,77,23098,2076,401,229,0.117153
1,1,9,235454,15413,1563,1326,0.077730682
3,3,8,29475,1593,304,142,0.069177269
1,2,112,176808,9075,1447,672,0.063311615
2,1,97,157488,12060,2230,502,0.093924616
2,3,5,264381,15047,2339,626,0.06812895
2,1,98,215728,4210,569,245,0.023288586
1,1,60,119338,2717,343,219,0.027476579
2,3,49,7948,334,31,42,0.051207851
1,3,69,136592,2199,208,171,0.018873726
2,2,7,208877,6586,549,900,0.038467615
3,1,26,129294,8931,963,318,0.078982783
1,2,76,65976,733,50,40,0.012474233
1,3,60,147408,9488,1026,276,0.073198198
2,3,22,196184,15599,2730,1346,0.100288505
1,1,29,244806,6196,1118,196,0.030677353
1,2,52,17020,447,65,55,0.033313749
3,2,88,94816,1194,105,30,0.014016622
3,1,35,66566,3735,321,305,0.065513926
2,1,34,152818,10531,965,786,0.080370113
3,2,84,69792,3567,445,165,0.059849266
2,3,70,83372,3755,737,361,0.058208991
2,3,85,161783,8234,546,577,0.057836732
2,1,14,271502,21811,2728,997,0.094054556
1,2,75,145411,1892,288,241,0.016649359
3,2,63,34039,2741,238,290,0.096036899
2,2,110,288389,20178,3942,435,0.085145411
3,3,55,131024,4157,425,354,0.037672487
2,3,13,248859,14241,2703,787,0.071249181
3,2,58,19259,278,38,38,0.018381017
3,2,66,63086,2786,141,318,0.05143772
2,1,85,191179,4906,474,488,0.030693748
1,1,13,206737,2482,132,78,0.013021375
3,2,13,186075,7840,840,1105,0.052586323
1,2,105,182861,13778,2616,533,0.092567579
1,3,28,241720,22453,3746,1764,0.115683435
2,2,43,177660,12365,1768,1342,0.087104582
2,1,79,231805,10704,1399,902,0.05610319
2,3,12,135196,13513,1430,1820,0.123990355
3,1,29,83164,2949,241,379,0.042915204
2,1,114,183164,4916,291,184,0.02943264
2,3,70,235395,12177,956,1221,0.060978356
3,1,14,181480,10061,1033,269,0.06261296
3,2,28,124262,5210,666,592,0.052051311
2,1,116,221919,16110,1299,1863,0.086842497
2,3,84,70124,1861,365,120,0.033455023
2,3,87,174317,9749,599,1191,0.066195494
2,3,63,243242,13381,859,1403,0.06431044
1,1,35,184232,15501,2362,1325,0.104151288
1,2,15,217218,20294,3313,1606,0.116072333
2,3,10,186859,13022,2550,445,0.085717038
1,2,74,163024,6110,791,544,0.045668122
3,3,36,66403,4785,358,192,0.080342756
1,2,43,213176,6954,1326,732,0.042274928
1,2,52,224507,21774,4290,2118,0.12552838
2,2,17,82538,6934,1307,400,0.104691173
1,3,63,141601,6911,1249,360,0.060169067
1,1,71,217677,17542,1081,1436,0.092150296
1,1,60,51478,2408,429,208,0.059151482
1,1,45,65525,1095,211,135,0.021991606
3,2,60,71248,5244,696,312,0.087749832
2,3,39,134210,6229,1033,451,0.057469637
2,2,42,286472,26850,4004,1735,0.113759809
3,3,85,85247,3204,298,228,0.043755205
1,2,71,8906,765,105,71,0.105659106
3,3,38,31107,2216,406,204,0.090847719
1,3,80,54412,4722,587,316,0.103377931
3,3,92,85349,3095,428,304,0.044839424
2,2,74,261817,13489,1749,1350,0.06335723
2,1,110,167751,14104,1302,1248,0.099278097
2,2,15,89388,6073,889,478,0.083232649
1,2,116,115958,4915,621,148,0.049017748
1,3,31,153684,8618,731,778,0.065894953
3,3,52,32907,3279,604,369,0.12921263
3,1,28,97707,7500,1443,359,0.095203005
2,1,22,140038,9145,533,1107,0.07701481
1,3,31,110412,9331,1337,897,0.10474405
3,1,58,187505,9334,1047,474,0.05789179
1,1,59,155473,14848,1913,611,0.111736443
1,3,109,155611,9287,985,482,0.069108225
2,2,25,68534,2701,327,320,0.048851665
2,1,63,222065,3939,388,207,0.020417445
1,3,119,39555,1733,117,188,0.051523196
1,1,38,241507,14774,1408,1343,0.072565184
1,1,101,99915,7323,1102,667,0.090997348
1,3,62,13470,1195,68,156,0.105345212
2,1,52,210801,20016,2149,2676,0.117840997
3,1,58,54924,1055,59,94,0.021994028
2,1,22,236588,15160,1568,431,0.072526924
3,2,7,107267,7507,474,307,0.077265142
1,2,28,61954,1578,159,226,0.031684798
3,1,5,126507,7477,1313,280,0.071695637
2,3,10,172831,6936,984,891,0.050980438
2,1,23,281879,4782,728,431,0.021076419
1,1,90,50011,796,99,27,0.018435944
2,2,119,245381,19220,3620,2681,0.104005608
1,2,47,128373,8394,1101,1180,0.083156115
2,2,12,231505,17214,1129,1721,0.086667675
2,1,73,256487,18383,3492,1296,0.090339861
1,1,56,89814,1983,138,196,0.02579776
3,3,77,130338,3081,615,313,0.030758489
2,1,51,223510,7314,843,737,0.039792403
3,1,89,62854,2886,176,332,0.053998154
2,2,32,41091,3884,697,111,0.114185588
2,2,50,143192,10116,646,337,0.077511313
2,2,8,12859,423,32,24,0.037250175
2,2,92,234475,3526,397,230,0.01771191
3,2,12,163683,11716,1774,1206,0.089783301
3,3,65,178549,11833,806,501,0.073593243
2,3,21,142858,10117,1450,913,0.087359476
2,3,38,288329,9660,1613,425,0.040571708
3,2,24,98726,5580,382,369,0.064126978
1,2,84,72245,3074,452,435,0.054827324
1,2,78,218762,18286,3544,2494,0.111189329
3,3,38,117718,1912,373,275,0.021746887
2,2,47,68906,2397,177,232,0.040722143
2,3,14,74745,4803,787,409,0.080259549
1,2,98,91915,2616,463,341,0.03720829
1,1,34,214454,15128,2773,459,0.085612765
3,3,119,151075,3370,332,496,0.027787523
1,1,29,225034,2712,245,217,0.014104535
3,3,61,93087,8165,466,880,0.102173236
1,2,114,87436,3498,384,401,0.0489844
1,2,67,80916,1951,133,198,0.028202086
1,1,111,12707,324,54,44,0.033210042
2,2,109,160451,14397,1028,827,0.10128949
2,3,75,55277,3808,658,339,0.086925846
2,2,51,208514,20032,1324,1521,0.109714456
1,2,88,84431,6923,845,772,0.101147683
3,3,85,56756,4488,483,320,0.093223624
3,1,7,82748,4549,637,618,0.070140668
3,1,115,81859,6865,877,574,0.101589318
3,2,50,100470,4736,662,424,0.057947646
2,3,108,77884,6575,329,553,0.095744954
2,1,40,202183,15810,1092,1595,0.091486426
1,1,30,174011,12365,1577,1067,0.086253168
1,2,14,149820,5944,501,843,0.048645041
3,3,38,70879,4732,290,175,0.073322141
2,1,82,121506,6757,558,146,0.061404375
3,2,12,44115,2273,379,199,0.064626544
1,2,59,65023,6445,845,769,0.123940759
1,2,95,224999,12464,978,1299,0.065515847
3,2,14,89943,1158,60,168,0.01540976
1,1,61,194056,12881,1334,562,0.076148122
3,3,118,44495,3360,348,370,0.091650747
2,2,83,157627,14133,2265,1781,0.115329227
3,2,105,159695,10690,2008,1481,0.088788002
2,1,90,173381,2037,215,180,0.014026912
2,2,49,257140,5342,818,359,0.025351948
1,2,54,219852,5388,782,776,0.031593981
1,3,68,184738,5359,607,658,0.035856186
1,2,99,227535,18653,1117,1514,0.093541653
3,1,6,134139,5080,614,531,0.046407085
3,3,49,19265,734,75,41,0.044121464
1,1,99,75445,5884,779,587,0.096096494
3,3,66,154488,7279,500,656,0.05459971
1,3,18,82772,1309,207,32,0.018701977
3,2,78,98901,6197,1042,821,0.081495637
2,2,98,188863,4099,443,343,0.02586531
2,2,104,162197,9966,760,820,0.07118504
1,1,115,210537,16878,2422,959,0.096225367
3,2,108,55709,5217,1008,237,0.11599562
3,2,19,43060,690,107,39,0.01941477
2,3,18,36411,1360,93,142,0.043805443
2,2,35,57684,3964,434,129,0.078479301
1,2,33,169656,6513,1219,412,0.048003018
2,2,31,167674,8483,1231,1249,0.065382826
1,2,89,117025,1381,99,76,0.013296304
2,3,13,77740,5629,893,819,0.094430152
2,2,24,23899,2138,220,71,0.101636052
3,3,103,182482,17868,2205,2201,0.122061354
2,1,62,62852,5326,597,410,0.100760517
2,2,83,148085,1904,302,86,0.015477597
1,2,92,179436,12321,1018,1507,0.08273702
2,2,53,135320,7389,799,154,0.061646468
1,3,61,106024,10009,1618,651,0.115803969
2,2,20,5678,517,80,50,0.113948573
2,2,104,166424,16463,1321,823,0.111804788
1,1,79,48797,4273,438,270,0.102075947
3,3,12,142170,8419,439,268,0.064190758
1,3,71,142531,10595,1372,1387,0.093691899
1,1,23,41894,4056,373,303,0.112951735
1,3,114,227287,14098,729,548,0.067645752
3,2,109,100202,8577,975,393,0.099249516
2,2,71,75442,7151,1351,398,0.117971422
1,1,40,10898,668,125,33,0.075793724
1,3,93,53352,1297,137,110,0.028939871
3,3,64,49207,1181,138,162,0.030097344
1,3,40,167956,3422,295,150,0.023023887
2,1,15,163438,8640,520,682,0.060218554
3,2,55,114382,6086,937,647,0.067056005
2,1,84,146908,9631,1637,422,0.079573611
2,2,59,22442,1199,218,47,0.065234828
3,1,58,58436,5701,1084,229,0.120028749
1,2,21,249447,9034,1692,1216,0.047873897
2,3,66,133934,11872,642,1335,0.103401675
2,3,46,126751,2412,474,153,0.023976142
2,3,28,17686,1134,121,155,0.079724076
2,1,21,48604,3322,607,478,0.09067155
3,1,52,143428,11402,1323,818,0.094423683
3,1,88,43163,2385,270,205,0.066260455
2,3,90,7491,207,10,13,0.030703511
1,2,74,89742,3877,224,192,0.047837133
2,3,11,64382,2220,334,269,0.043847659
1,3,18,82464,3935,750,410,0.061784536
2,2,15,82096,4736,396,320,0.066410057
1,2,16,10011,663,42,14,0.071820997
2,2,114,140934,12128,995,1446,0.103374629
1,2,9,41118,3778,309,310,0.106936135
2,3,9,260178,13433,1262,396,0.058002598
2,1,24,181375,3261,209,118,0.019782219
1,3,58,145775,11915,1016,1211,0.097012519
3,2,59,125793,6660,1253,606,0.067722369
1,1,62,110915,6563,1204,336,0.073055944
3,1,83,17096,1087,105,41,0.072122134
2,3,94,215714,15123,3017,2041,0.093554429
1,3,101,68891,6207,588,232,0.102001713
1,3,34,121160,11594,1835,361,0.113816441
1,1,28,11432,1081,158,108,0.117827152
3,1,91,148772,12326,735,651,0.092167881
3,1,77,126790,11415,1156,1202,0.108628441
2,2,7,102186,1478,284,123,0.018446754
3,2,104,48618,4201,242,199,0.095479041
3,3,52,84774,1399,106,40,0.018224927
2,1,75,265624,20494,4009,598,0.094498238
1,3,26,62658,1581,88,152,0.02906253
1,1,18,96312,4084,477,484,0.052381842
2,3,52,133081,3536,663,387,0.034460216
1,2,33,140776,7026,1345,682,0.064307837
3,1,54,87544,4119,811,195,0.05854199
2,2,84,151451,2169,265,286,0.017959604
2,1,116,59598,5050,318,513,0.098677808
2,3,102,13573,1179,195,129,0.110734547
1,1,14,156487,12655,1978,621,0.097477746
2,2,75,57287,4942,676,266,0.102710912
2,1,93,268088,20798,3810,2869,0.102492465
2,3,31,263153,24834,4637,2033,0.119717427
1,1,83,177561,10986,1675,1010,0.076993259
3,2,100,178333,11134,743,383,0.068747792
2,3,32,287278,25105,1614,1789,0.099234887
3,2,13,71720,2972,330,402,0.051645287
1,1,75,227571,3301,309,452,0.017849374
1,2,84,75714,5866,410,674,0.091792799
1,1,30,204776,6739,954,612,0.040556511
1,3,103,166726,8783,1339,1238,0.068135744
3,2,85,10146,321,49,42,0.040607136
2,2,91,117188,9895,754,1286,0.101844899
1,1,12,204898,19720,1890,2655,0.118424777
1,2,6,191622,2865,228,226,0.017320558
3,2,99,120222,3727,522,329,0.038079553
3,3,61,118740,3213,433,241,0.032735388
1,1,56,228490,16128,2024,1874,0.087644974
2,1,62,201636,9795,924,949,0.057866651
2,3,100,193603,9886,845,287,0.056910275
1,3,97,86780,2094,384,79,0.029465315
3,1,7,141006,6673,382,300,0.052160901
1,3,12,98381,3668,544,393,0.046807819
1,3,63,234948,15273,808,523,0.070670957
3,3,6,181121,5352,423,483,0.034551488
1,1,99,109355,7144,667,923,0.079868319
1,3,66,189352,8330,1524,1192,0.058335798
1,2,119,220006,9056,639,685,0.047180531
3,2,53,97597,3659,697,326,0.047972786
2,1,105,7127,503,86,64,0.091623404
2,3,24,211691,12832,1948,1817,0.07840201
3,2,33,195808,16967,1896,1199,0.102457509
2,1,21,155163,4925,915,324,0.039725966
1,2,78,144005,1960,253,154,0.016436929
2,3,109,283021,7466,789,395,0.030563103
1,1,26,168653,6898,950,908,0.05191725
2,2,10,279663,7318,620,449,0.029989666
3,1,66,10351,181,16,14,0.020384504
2,2,111,114538,5736,1077,353,0.062564389
2,2,102,198895,14106,2385,500,0.085426984
2,3,35,246509,19139,2431,1892,0.095177052
3,3,66,177552,8147,916,785,0.055465441
2,2,16,44253,2346,401,136,0.065148126
3,1,16,88967,6938,940,167,0.090426787
1,1,67,155996,6511,730,923,0.052334675
2,3,20,39864,3214,409,212,0.096202087
3,2,29,14493,1406,119,126,0.113917063
3,3,26,7337,654,52,25,0.099632002
2,2,95,68281,3470,688,182,0.063560873
1,2,92,19035,1183,231,90,0.079012346
3,3,80,90854,6766,765,629,0.089814428
2,1,22,243913,10107,1286,1324,0.052137442
1,3,49,240798,19728,3434,1139,0.100918612
3,2,115,21884,1079,171,143,0.063653811
3,3,84,11074,954,61,75,0.098428752
1,1,72,95885,3157,335,240,0.038921625
1,1,16,29907,329,28,23,0.012706055
2,2,53,223597,14968,2977,2023,0.089303524
2,3,37,13624,690,111,36,0.061435702
3,1,90,160328,2466,140,324,0.018275036
1,3,67,144527,7787,1440,245,0.065537927
1,1,22,246808,6212,1175,895,0.033556449
1,2,58,145266,9685,968,827,0.079027439
3,2,116,23622,1182,172,177,0.064812463
1,3,101,226596,5755,876,569,0.031774612
1,2,31,185041,8710,1388,307,0.056230781
3,1,110,75106,2324,357,64,0.036548345
2,2,87,26487,1821,243,82,0.081020878
2,1,116,5617,205,39,15,0.046110023
3,1,82,112988,9488,1203,1111,0.10445357
1,2,29,128385,1447,96,29,0.012244421
3,1,38,108813,5038,312,269,0.05163905
2,1,92,118021,7734,408,745,0.075300158
2,3,106,142357,1713,195,100,0.014105383
3,3,64,35224,1036,94,68,0.034010902
3,3,58,199108,7858,1448,464,0.049068847
2,2,91,33994,406,73,58,0.015796905
3,3,9,64439,3814,670,108,0.071261193
2,1,112,107178,7157,1288,987,0.088003135
3,2,40,25014,762,72,47,0.035220277
3,2,58,72509,4271,486,222,0.068667338
3,2,92,72310,7225,699,974,0.12305352
2,2,40,217127,19502,1226,1117,0.100609321
3,1,73,198326,3030,571,449,0.020420923
2,1,43,251763,5415,771,494,0.02653289
2,3,74,222188,12108,846,991,0.062762165
3,2,113,90635,2906,235,427,0.039366691
3,3,104,52218,902,106,44,0.02014631
2,1,113,266312,8764,506,1210,0.039352339
2,2,8,18302,283,25,27,0.01830401
1,1,78,189832,10951,1703,1293,0.073470226
2,3,69,8234,445,83,42,0.069225164
1,1,89,140566,1485,281,149,0.013623494
1,2,44,193697,10348,1324,415,0.062401586
1,2,107,148311,8421,815,334,0.064526569
3,3,41,72034,4647,874,332,0.081253297
3,2,71,111734,10872,1826,707,0.119972435
2,1,115,75803,7462,1030,839,0.123095392
1,1,35,189395,10875,1905,1239,0.074019905
3,1,95,145618,12532,1489,1169,0.104314027
3,1,85,157551,2783,185,201,0.020114122
3,3,91,38437,2221,423,239,0.075005854
3,1,81,186939,13291,1729,1453,0.088119654
3,3,51,142729,8681,1339,1086,0.077811797
1,1,31,90989,2799,304,351,0.037960633
1,3,55,103265,1614,113,46,0.017169418
1,1,24,115244,5162,468,354,0.051924612
1,1,114,20259,1383,78,103,0.077200257
2,3,17,210342,20877,1318,2716,0.118430936
1,2,67,203124,6355,513,541,0.036475256
3,2,48,17032,1577,211,131,0.112670268
1,2,28,89419,1443,287,132,0.020823315
2,3,109,227202,21309,3762,778,0.113771006
3,2,7,173073,14696,924,1373,0.098184003
1,2,111,29004,344,60,31,0.014997931
1,3,14,16170,595,77,70,0.045887446
1,2,69,107251,1564,233,160,0.018246916
3,2,53,19842,1976,137,284,0.120804354
3,2,62,107699,5224,571,158,0.055274422
2,3,81,41195,2866,523,344,0.090617793
3,3,82,130138,4044,460,475,0.038259386
3,2,101,173638,16328,1127,898,0.10569691
1,2,6,10736,372,35,41,0.041728763
3,3,70,50258,1679,139,177,0.039695173
1,2,107,99804,3823,585,224,0.046410965
1,3,109,46475,2399,447,273,0.06711135
3,2,35,46511,542,86,76,0.015136204
2,3,72,271350,17313,3056,1033,0.078872305
2,1,102,24348,312,53,45,0.016839165
3,1,87,58057,3397,177,166,0.06441945
2,3,41,172153,8815,605,330,0.056635667
1,1,77,116359,3703,420,111,0.036387387
1,2,28,120615,4785,319,228,0.044206774
3,3,81,195280,14354,2300,926,0.09002458
2,3,48,285176,3098,187,357,0.012771061
2,2,98,264246,10173,1143,298,0.043951469
1,2,87,163344,11634,1266,999,0.085090361
3,3,45,109654,2599,341,227,0.028881755
2,2,78,242560,14659,2116,727,0.072155343
3,3,55,116169,2927,562,75,0.030679441
2,2,46,55670,1332,120,65,0.027249865
1,3,112,234214,18621,2791,930,0.095391394
1,2,82,53022,1802,99,197,0.039568481
3,2,44,138610,6073,304,306,0.048214415
1,1,52,47237,3575,192,229,0.084594703
2,1,117,145605,3808,446,99,0.029895951
1,1,88,230400,13330,1776,1347,0.07141059
3,2,8,192722,17846,908,1456,0.104866077
3,3,106,11363,680,74,44,0.070227933
3,2,112,48304,695,39,77,0.0167895
2,1,64,251888,15887,2351,1726,0.079257448
2,2,118,16819,304,43,19,0.021761104
2,1,43,17191,608,101,68,0.045198069
2,1,9,11499,994,131,64,0.103400296
2,3,110,68001,747,107,36,0.013088043
1,3,100,113383,1919,176,217,0.020391064
2,1,10,22668,967,60,110,0.050158814
2,1,18,144834,14475,2324,1918,0.129230705
1,2,74,99828,3620,513,308,0.044486517
2,1,82,155320,3751,715,188,0.029963945
3,2,16,106349,6322,1254,814,0.078891198
2,1,66,181016,10269,1818,438,0.069192779
2,3,31,212941,10746,2126,1526,0.067614973
3,3,58,118665,11296,1661,676,0.114886445
3,1,94,98188,3457,220,77,0.038232778
3,2,16,108942,3965,251,175,0.040305851
3,2,12,15070,340,58,25,0.028069011
2,2,78,96392,7013,599,190,0.080940327
3,1,20,99164,3859,228,282,0.044058328
3,1,56,170879,14054,1698,651,0.095991901
1,3,30,91959,8962,871,201,0.109113844
3,3,12,181105,2523,348,148,0.016669888
3,1,109,158284,15730,2202,777,0.118198934
1,3,49,104277,3427,521,255,0.040306108
1,2,97,7626,364,49,43,0.059795437
2,2,88,54270,4341,465,374,0.095448683
1,1,85,43767,3058,163,366,0.081956725
2,2,23,7292,583,108,37,0.099835436
1,1,21,119792,6225,616,135,0.058234273
1,2,107,249827,23095,2911,3230,0.117024981
2,1,69,282003,22868,3053,1392,0.09685358
1,2,33,164657,6229,605,551,0.044850811
2,2,18,115986,11060,1064,895,0.112246306
1,3,21,247161,23849,2125,2284,0.114330335
3,3,17,3280,155,13,20,0.057317073
1,3,97,197552,13567,740,1800,0.081532963
2,3,102,150219,12517,2424,1846,0.111750178
1,3,95,219424,18334,2553,1626,0.102600445
2,3,67,251522,2834,187,396,0.013585293
2,1,114,203237,13537,1878,1119,0.081353297
3,1,37,10634,1038,88,26,0.108331766
3,3,33,70550,2174,210,84,0.034982282
2,1,41,146845,11983,2039,759,0.100657156
1,3,107,151953,8825,1613,1008,0.075325923
2,1,87,144352,4320,669,132,0.035475781
2,2,50,64593,942,178,63,0.018314678
1,1,28,159627,12513,2324,1848,0.104524924
1,1,18,44421,1709,226,208,0.048242948
1,1,115,88472,3875,721,365,0.056074238
1,2,105,161404,8662,1141,242,0.062235137
2,3,9,95491,5313,348,116,0.060497848
2,1,57,91416,2610,455,87,0.034479741
3,1,92,48158,3388,236,211,0.079633706
2,2,102,58798,4252,414,420,0.086499541
1,3,118,186207,4246,454,193,0.026277208
3,1,99,149227,8649,1479,230,0.069411032
1,2,34,202668,13139,821,417,0.070938678
2,3,64,73486,1966,229,148,0.031883624
3,3,77,186764,16902,1952,2036,0.111852391
1,1,95,50155,2681,368,339,0.067550593
3,1,32,91338,1858,191,107,0.023604633
3,1,110,139135,5578,761,592,0.049814928
2,1,30,49690,2629,520,186,0.06711612
1,2,22,130304,1422,86,208,0.013169204
3,2,40,159579,2054,372,149,0.016136208
3,1,12,9661,144,13,10,0.017285995
1,3,22,170261,9948,1192,847,0.070403674
3,1,88,146129,5881,947,137,0.047663366
3,3,62,101786,9199,1715,683,0.113935119
3,3,36,168385,10158,521,1297,0.071122725
1,3,97,39988,3134,467,312,0.097854356
1,2,53,146563,10529,636,1537,0.086665802
1,3,52,63159,3589,462,223,0.067670482
1,3,86,36410,2804,455,114,0.092639385
2,2,75,198101,11692,881,1374,0.070403481
3,3,69,36354,1624,267,41,0.053144083
1,3,96,87329,4298,414,175,0.055960792
3,1,37,8504,726,102,62,0.104656632
3,3,54,95961,5824,866,686,0.07686456
2,3,8,296955,13053,1923,1280,0.054742301
1,3,88,183278,4797,253,716,0.031460404
1,3,40,247003,13481,981,1417,0.064286669
3,3,99,19225,628,112,71,0.042184655
1,2,106,239304,22973,4387,3427,0.128652258
3,3,32,104891,5683,764,551,0.066716878
3,3,7,94732,1023,142,115,0.013511802
2,2,10,155362,2852,465,167,0.022425046
2,2,49,255848,9105,1009,817,0.042724586
2,3,27,211732,3873,384,536,0.022637107
3,3,11,4272,386,63,50,0.116807116
1,3,65,140213,12183,660,728,0.096788458
2,1,104,137143,13354,2441,887,0.121639457
1,1,69,151192,11124,1291,1446,0.091678131
2,3,10,96477,6569,825,374,0.0805166
2,2,28,240752,22417,3253,3035,0.119230578
3,3,41,157205,14962,1363,1804,0.11532076
2,2,49,118646,10556,1473,420,0.104925577
2,2,55,190935,16713,2573,1898,0.110948752
3,2,104,188380,13271,898,1704,0.084260537
1,3,92,22954,232,29,8,0.01171909
2,3,106,137691,6699,665,532,0.057345796
3,2,49,80421,5405,722,714,0.085064846
2,1,67,203812,12074,642,553,0.065104116
3,1,33,79230,6647,1072,521,0.10400101
1,1,105,113122,9468,712,943,0.098327469
1,2,113,174414,11141,1709,363,0.075756533
3,3,100,142445,1706,282,81,0.014524904
3,2,29,13448,581,94,46,0.05361392
3,1,14,183021,5599,966,383,0.037962857
1,3,39,165282,6692,643,416,0.046895609
2,2,59,201119,13184,2571,308,0.079868138
1,2,29,163100,2606,139,366,0.019074188
3,1,95,45369,544,66,72,0.015032291
3,2,49,197807,9755,883,693,0.057283109
1,3,100,121372,9882,1590,430,0.098062156
3,1,16,13467,171,29,4,0.01514814
1,1,8,142271,12294,2131,442,0.104497754
3,3,110,29095,1296,122,127,0.053101908
2,1,94,113715,2347,213,270,0.024886778
2,2,71,234071,14295,2166,576,0.072785608
3,2,21,41007,3924,742,136,0.117101958
1,1,77,121562,7151,630,785,0.0704661
2,3,97,280761,20157,3761,1757,0.091447886
1,2,69,31304,2613,362,178,0.100721952
3,3,86,98729,8089,1299,924,0.104447528
1,2,109,189293,3138,363,248,0.019805275
2,2,57,213171,16347,2795,1315,0.095965211
1,1,88,74120,7074,1383,155,0.116189962
1,1,61,77341,5650,427,345,0.083034872
3,3,109,92800,7913,853,163,0.096217672
3,1,102,76625,4114,737,576,0.070825449
3,2,119,146711,5680,434,330,0.043923087
2,2,32,160757,11391,1275,495,0.081868908
2,3,116,70416,3823,286,121,0.060071575
3,3,103,115792,10487,1544,273,0.1062595
3,2,20,62356,6091,522,823,0.119250754
2,1,25,278254,23312,2497,976,0.09626097
2,1,81,104464,10377,1283,1040,0.121572982
2,3,103,246549,10195,964,1066,0.049584464
2,3,46,157200,14245,2165,872,0.109936387
3,2,58,107635,4272,284,548,0.04741952
2,2,36,19684,405,73,19,0.025248933
3,3,118,184227,12144,1484,355,0.075900927
1,2,42,116102,5915,803,171,0.059335756
1,3,74,27419,2548,365,150,0.111710857
2,3,118,264714,14373,847,1153,0.061851659
1,1,106,135599,12676,2073,1290,0.118282583
1,3,42,149292,2549,489,292,0.022305281
1,2,58,157774,13370,1711,577,0.099243221
2,1,64,263293,20621,2240,2245,0.095353845
2,1,81,32757,2450,410,107,0.09057606
1,2,114,49664,2084,329,311,0.054848582
3,2,107,128226,10327,1524,1494,0.104074057
1,2,81,18205,973,189,32,0.065586377
2,3,51,255929,19033,2612,2001,0.092392812
2,1,16,25994,1551,135,213,0.07305532
2,3,57,126409,3055,164,93,0.026200666
1,3,37,89170,1409,166,50,0.018223618
3,3,32,110502,4746,701,309,0.052089555
2,3,7,35569,3341,253,108,0.104079395
2,1,86,115702,6673,359,901,0.06856407
1,1,30,9626,791,147,105,0.108352379
3,3,58,103159,6378,607,914,0.076571118
1,2,44,6964,670,80,31,0.112148191
2,1,70,258695,11188,712,289,0.047117262
3,3,72,180449,2731,292,212,0.017927503
3,2,118,114794,9213,1046,1238,0.100153318
2,2,96,285202,20959,3886,2158,0.094680262
3,3,96,168232,9669,1738,1448,0.076412335
3,1,93,149334,5880,460,809,0.047872554
1,2,94,108182,2914,388,207,0.03243608
2,1,113,249280,13312,2125,334,0.063266207
2,1,51,230573,16130,1512,333,0.077957957
2,2,6,146956,9125,996,946,0.075308256
2,3,46,264533,13061,2582,1816,0.065999327
2,2,38,9433,552,90,42,0.072511396
3,2,98,85747,1690,195,225,0.024607275
